"","date","year","sex","education","vocabulary"
"776",19911259,1991,"Female",12,4
"777",19740858,1974,"Female",11,6
"778",20062153,2006,"Female",13,5
"779",19840096,1984,"Female",12,5
"780",20161657,2016,"Female",12,5
"781",20121963,2012,"Male",14,6
"782",20041719,2004,"Female",14,5
"783",20042786,2004,"Male",14,4
"784",19940171,1994,"Female",13,6
"785",20101966,2010,"Female",13,6
"786",19820560,1982,"Male",11,8
"787",19981704,1998,"Female",14,5
"788",19871239,1987,"Female",7,1
"789",19931011,1993,"Female",16,8
"790",19741385,1974,"Male",14,8
"791",19820942,1982,"Female",10,6
"792",19760279,1976,"Male",12,4
"793",20141687,2014,"Male",15,5
"794",19890123,1989,"Female",11,5
"795",19942311,1994,"Male",12,6
"796",19981987,1998,"Male",13,2
"797",19840994,1984,"Female",18,10
"798",19942225,1994,"Male",16,7
"799",20081452,2008,"Male",20,8
"800",19890381,1989,"Female",12,5
"801",20101771,2010,"Female",12,7
"802",19741045,1974,"Female",16,5
"803",20160306,2016,"Female",19,5
"804",20061285,2006,"Male",12,2
"805",19870622,1987,"Female",12,4
"806",20161731,2016,"Male",14,3
"807",19890365,1989,"Female",17,10
"808",20141780,2014,"Female",14,6
"809",20162079,2016,"Male",18,10
"810",19740962,1974,"Female",8,7
"811",19890611,1989,"Female",14,7
"812",19900655,1990,"Female",16,4
"813",19890777,1989,"Female",12,5
"814",20142351,2014,"Female",12,7
"815",19900486,1990,"Male",13,7
"816",19960671,1996,"Male",16,9
"817",20140805,2014,"Female",12,7
"818",20140398,2014,"Female",20,7
"819",19841154,1984,"Male",10,4
"820",20041952,2004,"Male",19,7
"821",19890404,1989,"Female",14,6
"822",19961024,1996,"Female",12,4
"823",20061020,2006,"Female",16,8
"824",20100056,2010,"Male",16,5
"825",20120195,2012,"Female",12,5
"826",19741086,1974,"Male",15,10
"827",19840442,1984,"Female",15,9
"828",19891230,1989,"Female",12,6
"829",19872204,1987,"Male",14,4
"830",20042576,2004,"Female",18,10
"831",20040899,2004,"Male",14,5
"832",20140050,2014,"Male",14,2
"833",20101165,2010,"Male",16,5
"834",20064391,2006,"Female",6,2
"835",19901293,1990,"Male",18,9
"836",19962044,1996,"Male",16,9
"837",19761104,1976,"Female",12,10
"838",20120344,2012,"Female",14,5
"839",20142158,2014,"Male",13,5
"840",19941691,1994,"Male",17,9
"841",20140718,2014,"Female",12,2
"842",19781129,1978,"Female",14,6
"843",19841026,1984,"Male",14,10
"844",19940968,1994,"Female",12,6
"845",19940200,1994,"Female",14,8
"846",19911512,1991,"Male",12,6
"847",19741188,1974,"Female",16,10
"848",20000281,2000,"Female",11,4
"849",20161794,2016,"Female",18,7
"850",19890507,1989,"Female",13,4
"851",20141703,2014,"Female",13,8
"852",20060950,2006,"Female",6,5
"853",19760055,1976,"Female",12,9
"854",20160652,2016,"Male",19,6
"855",19840367,1984,"Male",12,5
"856",19741095,1974,"Male",12,8
"857",19870224,1987,"Male",16,4
"858",20042104,2004,"Female",16,6
"859",19841298,1984,"Male",16,7
"860",19840907,1984,"Male",14,2
"861",19740631,1974,"Female",12,6
"862",19870346,1987,"Male",17,10
"863",20040388,2004,"Female",10,1
"864",19741050,1974,"Male",8,4
"865",19760428,1976,"Female",5,3
"866",19901117,1990,"Male",17,6
"867",19940956,1994,"Male",15,4
"868",19982254,1998,"Female",12,2
"869",20042265,2004,"Female",12,7
"870",19761115,1976,"Female",12,9
"871",19910869,1991,"Female",14,9
"872",20160323,2016,"Female",14,6
"873",20162065,2016,"Female",13,7
"874",19840547,1984,"Male",7,4
"875",19940940,1994,"Male",12,3
"876",19740342,1974,"Female",8,4
"877",19870148,1987,"Male",11,8
"878",19930874,1993,"Male",14,6
"879",20060738,2006,"Male",12,7
"880",20161073,2016,"Male",16,5
"881",19881059,1988,"Male",13,5
"882",20141570,2014,"Male",14,5
"883",20142333,2014,"Female",15,7
"884",20121467,2012,"Female",15,9
"885",19941070,1994,"Female",15,8
"886",20080209,2008,"Male",12,6
"887",20081140,2008,"Female",18,5
"888",20002331,2000,"Female",8,4
"889",19962212,1996,"Male",12,9
"890",19880986,1988,"Female",12,7
"891",19740040,1974,"Female",16,9
"892",19760523,1976,"Female",12,6
"893",19761398,1976,"Male",9,6
"894",19740394,1974,"Male",10,3
"895",19881218,1988,"Female",12,7
"896",19780656,1978,"Female",11,7
"897",19962750,1996,"Male",11,5
"898",19741128,1974,"Female",8,8
"899",19740288,1974,"Male",8,9
"900",19820426,1982,"Male",16,7
"901",20100493,2010,"Female",12,5
"902",20063061,2006,"Female",14,6
"903",19870582,1987,"Male",12,5
"904",19821242,1982,"Male",9,7
"905",19840601,1984,"Female",12,4
"906",19760398,1976,"Male",14,3
"907",19760335,1976,"Female",8,7
"908",19820001,1982,"Male",9,5
"909",19760742,1976,"Female",12,8
"910",19741293,1974,"Female",12,4
"911",19942424,1994,"Male",12,8
"912",20080409,2008,"Male",11,5
"913",20040476,2004,"Female",13,9
"914",19760544,1976,"Male",14,9
"915",19740538,1974,"Female",14,8
"916",19930267,1993,"Female",9,4
"917",19820299,1982,"Female",6,6
"918",20041903,2004,"Male",14,10
"919",20041027,2004,"Female",12,3
"920",20120781,2012,"Female",15,7
"921",19880696,1988,"Male",20,10
"922",20160132,2016,"Female",16,6
"923",20160750,2016,"Male",16,8
"924",19741182,1974,"Female",16,9
"925",20121153,2012,"Male",14,7
"926",20100046,2010,"Male",13,5
"927",20042228,2004,"Female",12,6
"928",19871085,1987,"Female",12,4
"929",19941450,1994,"Female",18,5
"930",19911145,1991,"Female",11,3
"931",19980825,1998,"Female",13,7
"932",20140673,2014,"Female",18,7
"933",19841049,1984,"Male",12,4
"934",19870546,1987,"Male",10,5
"935",20042797,2004,"Female",12,4
"936",20061611,2006,"Female",13,7
"937",20140865,2014,"Male",12,6
"938",19931211,1993,"Male",16,1
"939",20101691,2010,"Male",12,5
"940",19880048,1988,"Male",16,9
"941",19840043,1984,"Female",12,5
"942",20140404,2014,"Female",20,9
"943",19760108,1976,"Male",9,5
"944",19910340,1991,"Female",13,9
"945",19930910,1993,"Male",18,9
"946",19910548,1991,"Male",14,8
"947",20001770,2000,"Female",9,5
"948",20062098,2006,"Male",17,8
"949",20121925,2012,"Female",12,6
"950",20081908,2008,"Female",9,5
"951",19761626,1976,"Male",13,6
"952",19820919,1982,"Female",12,4
"953",19982828,1998,"Female",14,6
"954",20120237,2012,"Male",17,7
"955",19962655,1996,"Male",9,5
"956",19870250,1987,"Male",12,6
"957",20120662,2012,"Female",12,5
"958",19821217,1982,"Female",14,5
"959",19940830,1994,"Male",16,9
"960",19740295,1974,"Male",14,6
"961",19890847,1989,"Female",12,6
"962",19930233,1993,"Female",17,8
"963",19780844,1978,"Female",8,4
"964",19981717,1998,"Male",12,8
"965",19872044,1987,"Female",12,6
"966",19841023,1984,"Female",12,8
"967",19890770,1989,"Female",7,5
"968",20121065,2012,"Female",14,6
"969",20160938,2016,"Female",17,8
"970",20042644,2004,"Male",17,5
"971",20161032,2016,"Female",13,7
"972",19960232,1996,"Male",14,8
"973",19911377,1991,"Female",13,4
"974",20142329,2014,"Female",18,6
"975",19781528,1978,"Female",10,0
"976",19760538,1976,"Male",13,7
"977",19740728,1974,"Female",10,5
"978",19980915,1998,"Female",9,6
"979",20040492,2004,"Male",7,5
"980",20162751,2016,"Female",12,3
"981",19781208,1978,"Female",12,6
"982",19820357,1982,"Female",16,7
"983",20160840,2016,"Male",12,6
"984",19901085,1990,"Female",8,5
"985",19821219,1982,"Female",15,3
"986",19940262,1994,"Male",16,7
"987",19960429,1996,"Male",10,3
"988",19880812,1988,"Male",10,5
"989",20161343,2016,"Male",12,7
"990",19942619,1994,"Male",9,4
"991",19781083,1978,"Male",14,5
"992",19930056,1993,"Male",12,5
"993",19981427,1998,"Female",14,5
"994",19823097,1982,"Female",12,6
"995",19781096,1978,"Female",8,4
"996",20063799,2006,"Female",14,8
"997",19982385,1998,"Female",12,6
"998",19870858,1987,"Male",12,9
"999",19821320,1982,"Male",8,3
"1000",19870336,1987,"Female",18,7
"1001",19942777,1994,"Male",12,5
"1002",20002625,2000,"Male",14,8
"1003",19900359,1990,"Female",8,6
"1004",20141850,2014,"Female",14,5
"1005",19780615,1978,"Male",12,6
"1006",19741176,1974,"Male",17,9
"1007",19941502,1994,"Female",12,3
"1008",19961967,1996,"Female",15,5
"1009",20162228,2016,"Male",12,6
"1010",20000711,2000,"Female",9,2
"1011",20141373,2014,"Female",16,10
"1012",19941843,1994,"Male",15,7
"1013",19761357,1976,"Male",5,3
"1014",20161053,2016,"Male",15,10
"1015",19901200,1990,"Male",18,7
"1016",20121120,2012,"Male",14,7
"1017",20120272,2012,"Female",14,6
"1018",19871297,1987,"Female",12,3
"1019",19781044,1978,"Female",15,4
"1020",19870342,1987,"Male",15,6
"1021",19740171,1974,"Male",13,5
"1022",20081792,2008,"Female",13,6
"1023",19820804,1982,"Female",12,5
"1024",20100825,2010,"Female",11,2
"1025",19820559,1982,"Male",10,5
"1026",20062538,2006,"Male",6,1
"1027",19942167,1994,"Female",12,7
"1028",19870544,1987,"Female",12,5
"1029",19890013,1989,"Male",12,5
"1030",20040939,2004,"Male",15,10
"1031",19962538,1996,"Female",4,3
"1032",19931442,1993,"Male",8,5
"1033",19881174,1988,"Female",9,8
"1034",20142392,2014,"Female",16,8
"1035",20000109,2000,"Male",16,6
"1036",20161879,2016,"Female",12,6
"1037",19890652,1989,"Female",16,7
"1038",19941881,1994,"Female",12,7
"1039",20120521,2012,"Female",12,8
"1040",19820123,1982,"Female",12,4
"1041",19840718,1984,"Female",7,4
"1042",19820444,1982,"Male",16,10
"1043",19980950,1998,"Female",16,5
"1044",19941349,1994,"Male",16,6
"1045",19821214,1982,"Female",15,6
"1046",19910111,1991,"Male",13,5
"1047",19962126,1996,"Female",18,10
"1048",19872244,1987,"Male",12,7
"1049",19940379,1994,"Male",17,4
"1050",20141100,2014,"Male",12,2
"1051",20161665,2016,"Male",16,8
"1052",19942919,1994,"Male",12,5
"1053",19930197,1993,"Female",12,9
"1054",20121545,2012,"Female",2,0
"1055",20120414,2012,"Female",16,10
"1056",19820449,1982,"Female",19,10
"1057",20061357,2006,"Male",16,9
"1058",19901240,1990,"Female",12,6
"1059",19960945,1996,"Male",18,7
"1060",19761204,1976,"Female",8,6
"1061",19780550,1978,"Female",16,9
"1062",20140425,2014,"Male",20,9
"1063",20120301,2012,"Female",11,4
"1064",19820447,1982,"Male",14,5
"1065",19942745,1994,"Female",12,4
"1066",20140644,2014,"Female",8,3
"1067",19880643,1988,"Female",12,5
"1068",19820375,1982,"Female",16,10
"1069",20141527,2014,"Female",13,8
"1070",19931089,1993,"Female",12,8
"1071",19840407,1984,"Female",12,7
"1072",19740061,1974,"Male",12,6
"1073",19981224,1998,"Female",14,6
"1074",19901210,1990,"Female",11,5
"1075",20121238,2012,"Male",12,4
"1076",19941512,1994,"Female",12,5
"1077",20042147,2004,"Male",10,5
"1078",19740821,1974,"Male",12,6
"1079",19900135,1990,"Female",12,8
"1080",19900456,1990,"Male",6,3
"1081",19881216,1988,"Female",14,6
"1082",19890965,1989,"Male",12,6
"1083",19982443,1998,"Female",20,9
"1084",19740989,1974,"Female",12,5
"1085",20040349,2004,"Female",14,6
"1086",20081502,2008,"Male",12,4
"1087",19941573,1994,"Male",16,4
"1088",19780425,1978,"Male",12,6
"1089",20121500,2012,"Female",12,8
"1090",19910345,1991,"Male",16,9
"1091",19931601,1993,"Male",17,6
"1092",20041351,2004,"Female",12,6
"1093",19841061,1984,"Female",15,6
"1094",19871372,1987,"Male",16,7
"1095",20040813,2004,"Male",16,5
"1096",20063048,2006,"Female",10,7
"1097",19740413,1974,"Female",5,2
"1098",19960658,1996,"Male",17,7
"1099",20000451,2000,"Male",14,5
"1100",20140679,2014,"Male",16,5
"1101",20040003,2004,"Male",14,9
"1102",19841413,1984,"Female",12,4
"1103",19910235,1991,"Male",14,4
"1104",19780740,1978,"Female",12,5
"1105",19781011,1978,"Male",14,6
"1106",19982495,1998,"Female",13,5
"1107",19890126,1989,"Female",16,9
"1108",19910772,1991,"Male",8,3
"1109",20141018,2014,"Female",14,5
"1110",19900321,1990,"Female",14,5
"1111",19840638,1984,"Female",9,5
"1112",20002803,2000,"Female",12,4
"1113",20161392,2016,"Female",14,8
"1114",20002540,2000,"Male",11,6
"1115",20080249,2008,"Female",13,7
"1116",19941552,1994,"Male",8,5
"1117",19872183,1987,"Female",11,4
"1118",20042704,2004,"Female",14,6
"1119",19872066,1987,"Female",13,5
"1120",20063270,2006,"Female",17,9
"1121",19780407,1978,"Female",4,3
"1122",20080534,2008,"Male",13,3
"1123",19940799,1994,"Female",16,9
"1124",20100272,2010,"Female",16,5
"1125",20061784,2006,"Female",12,5
"1126",20121263,2012,"Female",12,6
"1127",19870692,1987,"Female",12,1
"1128",20162143,2016,"Male",14,2
"1129",19870493,1987,"Female",12,2
"1130",19880820,1988,"Male",12,5
"1131",20101578,2010,"Male",14,5
"1132",19780337,1978,"Male",12,5
"1133",19901159,1990,"Female",10,2
"1134",19901346,1990,"Male",12,7
"1135",19911388,1991,"Female",11,5
"1136",19820854,1982,"Female",15,9
"1137",19870303,1987,"Male",12,6
"1138",20000834,2000,"Female",14,4
"1139",20081457,2008,"Female",12,4
"1140",19910664,1991,"Female",12,7
"1141",19820340,1982,"Male",12,6
"1142",19871011,1987,"Female",12,5
"1143",20080719,2008,"Male",16,5
"1144",19820464,1982,"Male",12,4
"1145",20080092,2008,"Female",12,7
"1146",19942312,1994,"Female",11,7
"1147",19880326,1988,"Male",8,5
"1148",19870585,1987,"Female",8,0
"1149",20080701,2008,"Female",16,9
"1150",19780160,1978,"Male",18,6
"1151",20100452,2010,"Female",9,3
"1152",19761170,1976,"Female",11,6
"1153",20162308,2016,"Female",11,5
"1154",20101592,2010,"Female",14,5
"1155",20160129,2016,"Female",16,7
"1156",19841260,1984,"Male",4,6
"1157",19740741,1974,"Male",12,6
"1158",19840455,1984,"Female",14,10
"1159",19780706,1978,"Male",12,5
"1160",19900355,1990,"Female",11,8
"1161",19761323,1976,"Female",12,10
"1162",19870819,1987,"Male",12,7
"1163",19961286,1996,"Female",18,8
"1164",19880732,1988,"Male",8,4
"1165",20141120,2014,"Female",16,7
"1166",19891513,1989,"Male",15,7
"1167",20141541,2014,"Female",10,2
"1168",19870521,1987,"Male",13,4
"1169",20161802,2016,"Male",16,9
"1170",19781157,1978,"Female",12,5
"1171",20081110,2008,"Male",12,6
"1172",20062091,2006,"Female",12,5
"1173",19930103,1993,"Male",16,8
"1174",19930763,1993,"Male",12,1
"1175",20002066,2000,"Male",12,2
"1176",19761020,1976,"Female",12,5
"1177",19982795,1998,"Female",18,10
"1178",20080057,2008,"Male",16,7
"1179",19840460,1984,"Male",12,3
"1180",19741224,1974,"Female",12,5
"1181",20162472,2016,"Male",16,6
"1182",19881452,1988,"Male",14,4
"1183",19930274,1993,"Female",9,5
"1184",19900411,1990,"Female",14,8
"1185",20121895,2012,"Male",14,7
"1186",19820750,1982,"Male",18,7
"1187",19820010,1982,"Male",14,7
"1188",19980684,1998,"Male",16,6
"1189",19740512,1974,"Male",13,9
"1190",19760510,1976,"Male",12,5
"1191",20162138,2016,"Female",12,5
"1192",20140725,2014,"Male",18,6
"1193",19823203,1982,"Female",20,8
"1194",19982573,1998,"Male",12,7
"1195",19880858,1988,"Female",12,6
"1196",20141591,2014,"Female",16,7
"1197",20081432,2008,"Female",14,6
"1198",20042744,2004,"Male",18,9
"1199",19840437,1984,"Female",14,5
"1200",19741367,1974,"Male",8,6
"1201",20162713,2016,"Female",12,7
"1202",20042785,2004,"Male",14,6
"1203",20140613,2014,"Male",13,5
"1204",20001580,2000,"Male",15,9
"1205",20040462,2004,"Male",19,9
"1206",20100797,2010,"Female",17,10
"1207",20040748,2004,"Male",15,8
"1208",20101272,2010,"Male",16,8
"1209",19930223,1993,"Male",17,10
"1210",20001783,2000,"Female",12,8
"1211",19780873,1978,"Female",14,5
"1212",20042510,2004,"Male",13,6
"1213",20161464,2016,"Female",11,6
"1214",19870746,1987,"Male",15,9
"1215",19910181,1991,"Female",14,6
"1216",20141039,2014,"Female",12,9
"1217",20142524,2014,"Female",15,5
"1218",19741161,1974,"Male",16,9
"1219",19962206,1996,"Male",17,7
"1220",19740896,1974,"Male",10,7
"1221",19961180,1996,"Female",12,7
"1222",19761736,1976,"Male",9,4
"1223",19981745,1998,"Female",12,5
"1224",20081460,2008,"Female",18,9
"1225",19890237,1989,"Male",17,5
"1226",19781058,1978,"Female",12,6
"1227",19761214,1976,"Female",10,9
"1228",19890252,1989,"Female",8,1
"1229",20160798,2016,"Female",16,7
"1230",19942662,1994,"Male",14,6
"1231",19881045,1988,"Female",12,5
"1232",19880006,1988,"Female",17,5
"1233",19900206,1990,"Female",15,5
"1234",19740550,1974,"Male",12,3
"1235",19741091,1974,"Male",7,6
"1236",20120032,2012,"Female",14,6
"1237",19901084,1990,"Female",14,6
"1238",19931293,1993,"Male",18,6
"1239",19901095,1990,"Male",12,5
"1240",20040453,2004,"Male",14,7
"1241",19900940,1990,"Female",12,6
"1242",19941212,1994,"Male",14,5
"1243",19741104,1974,"Female",16,10
"1244",19871272,1987,"Male",12,6
"1245",20141848,2014,"Female",18,5
"1246",20140621,2014,"Female",12,7
"1247",20141772,2014,"Male",14,8
"1248",20161088,2016,"Male",13,5
"1249",20061123,2006,"Male",15,9
"1250",19760502,1976,"Female",16,8
"1251",19781101,1978,"Female",11,4
"1252",19780742,1978,"Male",12,5
"1253",20061853,2006,"Female",12,4
"1254",20121145,2012,"Female",13,5
"1255",19901099,1990,"Male",15,7
"1256",20162291,2016,"Male",10,7
"1257",19891325,1989,"Male",10,8
"1258",19941389,1994,"Male",16,6
"1259",20121577,2012,"Male",12,1
"1260",19761080,1976,"Female",12,8
"1261",19780318,1978,"Female",12,6
"1262",20061028,2006,"Male",7,6
"1263",19872008,1987,"Female",12,6
"1264",20041689,2004,"Male",16,5
"1265",19840720,1984,"Female",4,2
"1266",19900671,1990,"Male",12,8
"1267",19941453,1994,"Male",12,4
"1268",20140812,2014,"Female",16,5
"1269",19760249,1976,"Male",12,2
"1270",19872016,1987,"Female",12,0
"1271",19840988,1984,"Male",11,5
"1272",19900285,1990,"Male",16,10
"1273",20061837,2006,"Female",14,7
"1274",20101434,2010,"Male",11,5
"1275",20001840,2000,"Female",13,3
"1276",20001696,2000,"Female",14,6
"1277",19820465,1982,"Male",11,5
"1278",20080578,2008,"Male",11,4
"1279",20040986,2004,"Male",18,8
"1280",20140273,2014,"Female",16,5
"1281",19740222,1974,"Male",18,9
"1282",19962527,1996,"Female",12,5
"1283",19890956,1989,"Female",15,8
"1284",20162747,2016,"Male",12,5
"1285",20061742,2006,"Female",12,5
"1286",19870102,1987,"Female",8,6
"1287",19841400,1984,"Male",14,5
"1288",20001801,2000,"Female",14,6
"1289",19940405,1994,"Female",16,5
"1290",19891498,1989,"Male",12,5
"1291",19760174,1976,"Female",7,0
"1292",20120899,2012,"Female",12,6
"1293",20080508,2008,"Male",16,9
"1294",19940184,1994,"Female",16,8
"1295",19740959,1974,"Female",12,5
"1296",19941617,1994,"Female",16,10
"1297",19891241,1989,"Female",16,8
"1298",19941013,1994,"Male",14,5
"1299",19900910,1990,"Male",12,3
"1300",19740620,1974,"Female",12,7
"1301",19942194,1994,"Female",8,6
"1302",19820323,1982,"Female",12,4
"1303",19823098,1982,"Male",12,3
"1304",20142311,2014,"Female",12,4
"1305",20141909,2014,"Male",14,7
"1306",20061493,2006,"Female",15,8
"1307",19761069,1976,"Female",17,9
"1308",20162684,2016,"Female",12,4
"1309",19962684,1996,"Female",16,8
"1310",19911290,1991,"Female",12,1
"1311",19740049,1974,"Female",8,3
"1312",19911222,1991,"Female",12,5
"1313",19941112,1994,"Female",11,1
"1314",20001194,2000,"Male",12,6
"1315",20002786,2000,"Female",12,5
"1316",20063489,2006,"Female",13,5
"1317",19781199,1978,"Female",12,6
"1318",19820406,1982,"Female",16,7
"1319",20061422,2006,"Female",10,4
"1320",19930063,1993,"Female",12,6
"1321",19981563,1998,"Male",15,6
"1322",19780157,1978,"Male",19,8
"1323",20100138,2010,"Female",12,7
"1324",19880907,1988,"Male",13,4
"1325",19822015,1982,"Male",9,4
"1326",20002747,2000,"Male",15,6
"1327",19820482,1982,"Female",12,5
"1328",19760740,1976,"Female",9,3
"1329",19741138,1974,"Female",16,9
"1330",20100571,2010,"Male",13,5
"1331",20160859,2016,"Male",18,6
"1332",20120001,2012,"Male",16,7
"1333",19761490,1976,"Female",12,5
"1334",19940865,1994,"Female",13,4
"1335",20060857,2006,"Female",14,6
"1336",19980005,1998,"Female",16,7
"1337",19942346,1994,"Female",16,8
"1338",20121329,2012,"Male",12,6
"1339",20160175,2016,"Female",14,4
"1340",19870668,1987,"Female",14,5
"1341",19780728,1978,"Male",8,5
"1342",19820733,1982,"Female",12,6
"1343",20120014,2012,"Female",12,4
"1344",19780761,1978,"Male",13,9
"1345",19871271,1987,"Male",10,4
"1346",19820445,1982,"Female",12,8
"1347",19760696,1976,"Male",8,5
"1348",19840891,1984,"Female",11,3
"1349",20041160,2004,"Female",16,8
"1350",19982472,1998,"Female",15,6
"1351",19761051,1976,"Male",13,6
"1352",19820680,1982,"Female",10,6
"1353",19781392,1978,"Female",12,6
"1354",19900541,1990,"Male",13,5
"1355",19840674,1984,"Female",12,6
"1356",19960886,1996,"Male",16,8
"1357",19961881,1996,"Female",12,6
"1358",19761739,1976,"Female",3,3
"1359",19820266,1982,"Male",17,7
"1360",20121803,2012,"Female",17,7
"1361",20101098,2010,"Female",12,6
"1362",20121159,2012,"Female",14,6
"1363",19780475,1978,"Male",12,5
"1364",19741058,1974,"Female",8,1
"1365",19961974,1996,"Female",12,9
"1366",19872307,1987,"Female",5,3
"1367",19960678,1996,"Male",16,9
"1368",19890357,1989,"Female",16,8
"1369",19781319,1978,"Female",8,4
"1370",19961130,1996,"Female",14,6
"1371",19880890,1988,"Female",11,6
"1372",19780632,1978,"Male",12,6
"1373",19841405,1984,"Male",6,1
"1374",19890302,1989,"Female",13,7
"1375",20081879,2008,"Male",12,6
"1376",20063405,2006,"Female",15,9
"1377",20140661,2014,"Female",16,6
"1378",20100223,2010,"Male",17,10
"1379",19781484,1978,"Female",7,6
"1380",19962192,1996,"Male",20,7
"1381",20081508,2008,"Female",14,9
"1382",19981616,1998,"Male",15,6
"1383",19931215,1993,"Male",12,6
"1384",19870017,1987,"Female",12,7
"1385",20161367,2016,"Female",10,7
"1386",19880622,1988,"Female",12,5
"1387",19840458,1984,"Female",13,7
"1388",20101830,2010,"Male",14,5
"1389",20001589,2000,"Male",16,10
"1390",19942195,1994,"Male",12,7
"1391",19960691,1996,"Male",17,10
"1392",19841152,1984,"Female",12,8
"1393",19740216,1974,"Male",12,4
"1394",20141027,2014,"Female",14,4
"1395",20041239,2004,"Female",2,7
"1396",19870640,1987,"Female",12,4
"1397",20042682,2004,"Male",15,5
"1398",20101540,2010,"Female",11,8
"1399",19891514,1989,"Male",18,9
"1400",20041252,2004,"Female",16,8
"1401",19840915,1984,"Male",12,6
"1402",19982559,1998,"Female",16,4
"1403",20142190,2014,"Male",14,7
"1404",19891394,1989,"Female",9,2
"1405",19930933,1993,"Male",16,10
"1406",20080877,2008,"Female",13,7
"1407",19940739,1994,"Female",12,8
"1408",19760011,1976,"Female",12,9
"1409",19780930,1978,"Male",16,7
"1410",19820337,1982,"Male",14,4
"1411",19761457,1976,"Male",16,7
"1412",19901044,1990,"Male",16,8
"1413",19760425,1976,"Female",12,7
"1414",19960867,1996,"Male",20,7
"1415",19880979,1988,"Male",12,6
"1416",19942880,1994,"Female",13,5
"1417",20121354,2012,"Female",20,10
"1418",19900277,1990,"Male",16,7
"1419",20141488,2014,"Male",12,6
"1420",19900181,1990,"Male",17,7
"1421",20140663,2014,"Female",12,4
"1422",20001719,2000,"Male",16,6
"1423",20120875,2012,"Female",12,5
"1424",19841331,1984,"Female",16,5
"1425",19901144,1990,"Male",13,4
"1426",19740421,1974,"Male",5,2
"1427",19780320,1978,"Male",11,7
"1428",19941050,1994,"Male",16,6
"1429",19891089,1989,"Female",14,8
"1430",20080521,2008,"Female",20,9
"1431",19740234,1974,"Female",6,4
"1432",20100030,2010,"Female",16,9
"1433",20160915,2016,"Female",20,5
"1434",19900204,1990,"Male",12,6
"1435",20141078,2014,"Male",14,6
"1436",19931431,1993,"Female",12,6
"1437",19960399,1996,"Female",14,7
"1438",20140313,2014,"Female",12,4
"1439",20101168,2010,"Female",16,6
"1440",19870037,1987,"Female",17,9
"1441",20161993,2016,"Male",14,2
"1442",19930163,1993,"Female",16,7
"1443",19840234,1984,"Female",14,5
"1444",20002031,2000,"Male",16,10
"1445",20141408,2014,"Male",12,5
"1446",19870020,1987,"Female",15,6
"1447",19931109,1993,"Female",12,5
"1448",19880229,1988,"Male",16,8
"1449",19820425,1982,"Male",10,10
"1450",20040900,2004,"Female",16,5
"1451",19942243,1994,"Female",16,7
"1452",19840749,1984,"Male",15,3
"1453",19760439,1976,"Male",17,9
"1454",20001381,2000,"Female",12,5
"1455",20080506,2008,"Female",12,4
"1456",19780470,1978,"Female",8,5
"1457",20002386,2000,"Female",12,5
"1458",19740641,1974,"Female",12,5
"1459",19890607,1989,"Female",12,6
"1460",20041902,2004,"Female",18,8
"1461",19872212,1987,"Male",14,4
"1462",19930118,1993,"Female",18,9
"1463",20081468,2008,"Female",14,8
"1464",19880719,1988,"Female",11,6
"1465",19781327,1978,"Male",12,5
"1466",19871291,1987,"Male",11,7
"1467",19820362,1982,"Female",9,1
"1468",20100126,2010,"Male",14,7
"1469",20000682,2000,"Male",12,3
"1470",19781170,1978,"Female",7,7
"1471",19880437,1988,"Female",11,1
"1472",20081745,2008,"Male",12,5
"1473",20081297,2008,"Female",18,7
"1474",19781482,1978,"Male",8,5
"1475",19910447,1991,"Female",18,9
"1476",19930024,1993,"Male",16,6
"1477",20101996,2010,"Female",12,3
"1478",19910163,1991,"Female",13,9
"1479",20002231,2000,"Female",13,8
"1480",20040985,2004,"Female",14,10
"1481",19740365,1974,"Male",8,6
"1482",19741120,1974,"Male",13,10
"1483",19761493,1976,"Male",12,6
"1484",19900780,1990,"Male",9,2
"1485",20120683,2012,"Male",6,3
"1486",19930009,1993,"Male",18,10
"1487",20060619,2006,"Female",19,8
"1488",20040656,2004,"Female",12,6
"1489",19820480,1982,"Female",12,3
"1490",20101354,2010,"Female",14,6
"1491",19761442,1976,"Male",12,5
"1492",19820371,1982,"Female",13,5
"1493",20100509,2010,"Female",9,2
"1494",19981217,1998,"Male",12,7
"1495",19823173,1982,"Female",11,3
"1496",20001144,2000,"Female",14,8
"1497",20161302,2016,"Female",19,7
"1498",20101879,2010,"Female",12,3
"1499",20141437,2014,"Female",10,5
"1500",19930890,1993,"Female",12,6
"1501",19760692,1976,"Male",12,5
"1502",20101560,2010,"Male",16,7
"1503",19821460,1982,"Male",5,4
"1504",19942488,1994,"Male",12,9
"1505",19780168,1978,"Female",9,6
"1506",20162339,2016,"Male",10,3
"1507",20160881,2016,"Male",17,5
"1508",20002558,2000,"Female",12,5
"1509",19761711,1976,"Male",12,7
"1510",19980130,1998,"Male",12,5
"1511",19740615,1974,"Female",12,6
"1512",19982530,1998,"Female",12,5
"1513",20142148,2014,"Female",14,6
"1514",20100197,2010,"Male",20,7
"1515",20100207,2010,"Male",14,6
"1516",19900252,1990,"Male",12,4
"1517",20162584,2016,"Female",10,6
"1518",19901094,1990,"Male",17,7
"1519",19841291,1984,"Male",12,7
"1520",19910337,1991,"Male",14,9
"1521",19940695,1994,"Male",17,8
"1522",20100848,2010,"Male",17,9
